source	target	number_of_paths	edge_type	edge_value	edge_count
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	Aqp1::MGI:103201_has phenotype_behavior/neurological phenotype::MP:0005386	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	in 1 to 1 orthology relationship with	Vcp::MGI:99919_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	32
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	Source	VCP::NCBIGene:7415_Source_Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins::REACT:R-HSA-8850594	20
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	Source	Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins::REACT:R-HSA-8850594_Source_NGLY1::NCBIGene:55768	32
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	Failure to thrive::HP:0001508_has phenotype_Psmc1::MGI:106054	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	in 1 to 1 orthology relationship with	Psmc1::MGI:106054_in 1 to 1 orthology relationship with_PSMC1::NCBIGene:5700	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	Source	PSMC1::NCBIGene:5700_Source_Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins::REACT:R-HSA-8850594	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	involved in	PSMC1::NCBIGene:5700_involved in_protein folding::GO:0006457	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	Failure to thrive::HP:0001508_has phenotype_cdc-48.2::WormBase:WBGene00008053	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	in 1 to 1 orthology relationship with	cdc-48.2::WormBase:WBGene00008053_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	Aqp1::MGI:103201_has phenotype_decreased grip strength::MP:0010053	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	decreased grip strength::MP:0010053_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	Failure to thrive::HP:0001508_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	involved in	VCP::NCBIGene:7415_involved in_protein folding::GO:0006457	20
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	Failure to thrive::HP:0001508_has phenotype_rpt-2::WormBase:WBGene00004502	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	in 1 to 1 orthology relationship with	rpt-2::WormBase:WBGene00004502_in 1 to 1 orthology relationship with_PSMC1::NCBIGene:5700	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	Source	UBC::NCBIGene:7316_Source_Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins::REACT:R-HSA-8850594	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	Aqp1::MGI:103201_has phenotype_Decreased body weight::HP:0004325	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	64	has phenotype	Decreased body weight::HP:0004325_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	Aqp1::NCBIGene:11826	0	NA	NA
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	336
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_Behavioral abnormality::HP:0000708	56
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Behavioral abnormality::HP:0000708_has phenotype_Nfe2l2::MGI:108420	36
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_nfe2l2a::ZFIN:ZDB-GENE-030723-2	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	nfe2l2a::ZFIN:ZDB-GENE-030723-2_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	transcription regulatory region sequence-specific DNA binding::GO:0000976_enables_NFE2L1::NCBIGene:4779	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Behavioral abnormality::HP:0000708_has phenotype_VCP::NCBIGene:7415	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	VCP::NCBIGene:7415_in 1 to 1 orthology relationship with_Vcp::MGI:99919	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	Vcp::MGI:99919_enables_protein complex binding::GO:0032403	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	protein complex binding::GO:0032403_enables_NFE2L1::NCBIGene:4779	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_Functional respiratory abnormality::HP:0002795	36
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Functional respiratory abnormality::HP:0002795_has phenotype_Nfe2l2::MGI:108420	36
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_NFE2L2::NCBIGene:4780	72
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	NFE2L2::NCBIGene:4780_enables_protein domain specific binding::GO:0019904	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	protein domain specific binding::GO:0019904_enables_NFE2L1::NCBIGene:4779	40
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_Decreased body weight::HP:0004325	88
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Jun::MGI:96646	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Jun::MGI:96646_in 1 to 1 orthology relationship with_Jun::RGD:2943	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	None	Jun::RGD:2943_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980_enables_NFE2L1::NCBIGene:4779	76
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_Failure to thrive::HP:0001508	76
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Failure to thrive::HP:0001508_has phenotype_cdc-48.2::WormBase:WBGene00008053	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	cdc-48.2::WormBase:WBGene00008053_in 1 to 1 orthology relationship with_Vcp::MGI:99919	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	Vcp::MGI:99919_enables_protein domain specific binding::GO:0019904	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Nfe2l1::MGI:99421	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Nfe2l1::MGI:99421_in 1 to 1 orthology relationship with_Nfe2l1::RGD:1311972	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	None	Nfe2l1::RGD:1311972_None_erythrocyte differentiation::GO:0030218	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	erythrocyte differentiation::GO:0030218_involved in_NFE2L1::NCBIGene:4779	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Nfe2l2::MGI:108420	36
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	NFE2L2::NCBIGene:4780_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Failure to thrive::HP:0001508_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Vcp::MGI:99919_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	32
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	VCP::NCBIGene:7415_enables_protein domain specific binding::GO:0019904	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Behavioral abnormality::HP:0000708_has phenotype_Fos::MGI:95574	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Fos::MGI:95574_in 1 to 1 orthology relationship with_FOS::NCBIGene:2353	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	FOS::NCBIGene:2353_involved in_transcription from RNA polymerase II promoter::GO:0006366	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	transcription from RNA polymerase II promoter::GO:0006366_involved in_NFE2L1::NCBIGene:4779	56
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Cav1::MGI:102709	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Cav1::MGI:102709_in 1 to 1 orthology relationship with_CAV1::NCBIGene:857	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	is part of	CAV1::NCBIGene:857_is part of_endoplasmic reticulum membrane::GO:0005789	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	is part of	endoplasmic reticulum membrane::GO:0005789_is part of_NFE2L1::NCBIGene:4779	72
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	is part of	Vcp::MGI:99919_is part of_endoplasmic reticulum membrane::GO:0005789	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	NFE2L2::NCBIGene:4780_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	cdc-48.2::WormBase:WBGene00008053_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	is part of	VCP::NCBIGene:7415_is part of_endoplasmic reticulum membrane::GO:0005789	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_nervous system phenotype::MP:0003631	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Jun::MGI:96646	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	NFE2L2::NCBIGene:4780_involved in_cellular response to oxidative stress::GO:0034599	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	cellular response to oxidative stress::GO:0034599_involved in_NFE2L1::NCBIGene:4779	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Failure to thrive::HP:0001508_has phenotype_let-607::WormBase:WBGene00002783	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	let-607::WormBase:WBGene00002783_in 1 to 1 orthology relationship with_CREB3::NCBIGene:10488	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	CREB3::NCBIGene:10488_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Failure to thrive::HP:0001508_has phenotype_jun-1::WormBase:WBGene00012005	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	jun-1::WormBase:WBGene00012005_in 1 to 1 orthology relationship with_Jun::RGD:2943	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	NFE2L2::NCBIGene:4780_involved in_transcription from RNA polymerase II promoter::GO:0006366	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	jun-1::WormBase:WBGene00012005_in 1 to 1 orthology relationship with_JUN::NCBIGene:3725	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	JUN::NCBIGene:3725_involved in_transcription from RNA polymerase II promoter::GO:0006366	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	NFE2L2::NCBIGene:4780_involved in_inflammatory response::GO:0006954	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	inflammatory response::GO:0006954_involved in_NFE2L1::NCBIGene:4779	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_behavior/neurological phenotype::MP:0005386	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Fos::MGI:95574	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	FOS::NCBIGene:2353_involved in_inflammatory response::GO:0006954	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_decreased bone mineral content::MP:0010124	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	decreased bone mineral content::MP:0010124_has phenotype_Bach2::MGI:894679	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_BACH2::NCBIGene:60468	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	BACH2::NCBIGene:60468_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Jun::MGI:96646_in 1 to 1 orthology relationship with_JUN::NCBIGene:3725	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	JUN::NCBIGene:3725_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	let-607::WormBase:WBGene00002783_in 1 to 1 orthology relationship with_Creb3::MGI:99946	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	is part of	Creb3::MGI:99946_is part of_endoplasmic reticulum membrane::GO:0005789	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	None	Nfe2l1::RGD:1311972_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	jun-1::WormBase:WBGene00012005_in 1 to 1 orthology relationship with_Jun::MGI:96646	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	Jun::MGI:96646_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_Bach2::RGD:1562865	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	None	Bach2::RGD:1562865_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	BACH2::NCBIGene:60468_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_bach2b::ZFIN:ZDB-GENE-041001-139	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	None	bach2b::ZFIN:ZDB-GENE-041001-139_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Mafg::MGI:96911	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Mafg::MGI:96911_in 1 to 1 orthology relationship with_MAFG::NCBIGene:4097	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	MAFG::NCBIGene:4097_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	nfe2l2a::ZFIN:ZDB-GENE-030723-2_involved in_cellular response to oxidative stress::GO:0034599	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Egfr::MGI:95294	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Egfr::MGI:95294_in 1 to 1 orthology relationship with_EGFR::NCBIGene:1956	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	is part of	EGFR::NCBIGene:1956_is part of_endoplasmic reticulum membrane::GO:0005789	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Egfr::MGI:95294	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_endocrine/exocrine gland phenotype::MP:0005379	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	endocrine/exocrine gland phenotype::MP:0005379_has phenotype_Egfr::MGI:95294	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_decreased grip strength::MP:0010053	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	decreased grip strength::MP:0010053_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_Nfe2l2::RGD:620360	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	None	Nfe2l2::RGD:620360_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Failure to thrive::HP:0001508_has phenotype_sec-8::WormBase:WBGene00004753	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	sec-8::WormBase:WBGene00004753_in 1 to 1 orthology relationship with_Exoc4::MGI:1096376	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	Exoc4::MGI:1096376_enables_protein complex binding::GO:0032403	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_hypoactivity::MP:0001402	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	hypoactivity::MP:0001402_has phenotype_Cav1::MGI:102709	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	bach2b::ZFIN:ZDB-GENE-041001-139_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Aqp1::MGI:103201_has phenotype_Dehydration::HP:0001944	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Dehydration::HP:0001944_has phenotype_Egfr::MGI:95294	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	is part of	CREB3::NCBIGene:10488_is part of_endoplasmic reticulum membrane::GO:0005789	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Fos::MGI:95574	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	decreased grip strength::MP:0010053_has phenotype_Cav1::MGI:102709	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	None	Jun::MGI:96646_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Failure to thrive::HP:0001508_has phenotype_pld-1::WormBase:WBGene00004040	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	pld-1::WormBase:WBGene00004040_in 1 to 1 orthology relationship with_PLD2::NCBIGene:5338	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	is part of	PLD2::NCBIGene:5338_is part of_endoplasmic reticulum membrane::GO:0005789	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	bach2b::ZFIN:ZDB-GENE-041001-139_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Failure to thrive::HP:0001508_has phenotype_Egfr::MGI:95294	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	has phenotype	Decreased body weight::HP:0004325_has phenotype_Siah1a::MGI:108064	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	in 1 to 1 orthology relationship with	Siah1a::MGI:108064_in 1 to 1 orthology relationship with_SIAH1::NCBIGene:6477	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	SIAH1::NCBIGene:6477_involved in_anatomical structure morphogenesis::GO:0009653	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	involved in	anatomical structure morphogenesis::GO:0009653_involved in_NFE2L1::NCBIGene:4779	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	336	enables	Jun::MGI:96646_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	40
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Aqp1::MGI:103201_has phenotype_Failure to thrive::HP:0001508	24
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Failure to thrive::HP:0001508_has phenotype_cdc-48.2::WormBase:WBGene00008053	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	in 1 to 1 orthology relationship with	cdc-48.2::WormBase:WBGene00008053_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	involved in	VCP::NCBIGene:7415_involved in_protein folding::GO:0006457	20
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	involved in	protein folding::GO:0006457_involved in_ENGASE::NCBIGene:64772	32
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Failure to thrive::HP:0001508_has phenotype_AQP2::NCBIGene:359	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	in 1 to 1 orthology relationship with	AQP2::NCBIGene:359_in 1 to 1 orthology relationship with_Aqp2::MGI:1096865	8
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	is part of	Aqp2::MGI:1096865_is part of_lysosome::GO:0005764	8
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	is part of	lysosome::GO:0005764_is part of_ENGASE::NCBIGene:64772	8
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Aqp1::MGI:103201_has phenotype_decreased grip strength::MP:0010053	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	decreased grip strength::MP:0010053_has phenotype_Vcp::MGI:99919	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	in 1 to 1 orthology relationship with	Vcp::MGI:99919_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	16
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Aqp1::MGI:103201_has phenotype_behavior/neurological phenotype::MP:0005386	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Vcp::MGI:99919	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Failure to thrive::HP:0001508_has phenotype_Psmc1::MGI:106054	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	in 1 to 1 orthology relationship with	Psmc1::MGI:106054_in 1 to 1 orthology relationship with_PSMC1::NCBIGene:5700	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	involved in	PSMC1::NCBIGene:5700_involved in_protein folding::GO:0006457	8
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Aqp1::MGI:103201_has phenotype_Decreased body weight::HP:0004325	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Decreased body weight::HP:0004325_has phenotype_Vcp::MGI:99919	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Failure to thrive::HP:0001508_has phenotype_rpt-2::WormBase:WBGene00004502	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	in 1 to 1 orthology relationship with	rpt-2::WormBase:WBGene00004502_in 1 to 1 orthology relationship with_PSMC1::NCBIGene:5700	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Failure to thrive::HP:0001508_has phenotype_Vcp::MGI:99919	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Aqp1::MGI:103201_has phenotype_Dehydration::HP:0001944	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Dehydration::HP:0001944_has phenotype_AQP2::NCBIGene:359	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	has phenotype	Failure to thrive::HP:0001508_has phenotype_Ubb::MGI:98888	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	in 1 to 1 orthology relationship with	Ubb::MGI:98888_in 1 to 1 orthology relationship with_UBC::NCBIGene:7316	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	40	involved in	UBC::NCBIGene:7316_involved in_protein folding::GO:0006457	4
AQP1::NCBIGene:358	AQP3::NCBIGene:360	660	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	660
AQP1::NCBIGene:358	AQP3::NCBIGene:360	660	has phenotype	Aqp1::MGI:103201_has phenotype_Failure to thrive::HP:0001508	64
AQP1::NCBIGene:358	AQP3::NCBIGene:360	660	has phenotype	Failure to thrive::HP:0001508_has phenotype_Aqp5::MGI:106215	12
AQP1::NCBIGene:358	AQP3::NCBIGene:360	660	in 1 to 1 orthology relationship with	Aqp5::MGI:106215_in 1 to 1 orthology relationship with_AQP5::NCBIGene:362	48
AQP1::NCBIGene:358	AQP3::NCBIGene:360	660	involved in	AQP5::NCBIGene:362_involved in_excretion::GO:0007588	24
