source	target	number_of_paths	edge_type	edge_value	edge_count
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	partially lethal - majority die::FBcv:0000352_has phenotype_Egfr::FlyBase:FBgn0003731	8
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	short lived::FBcv:0000385_has phenotype_inc::FlyBase:FBgn0025394	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	in 1 to 1 orthology relationship with	inc::FlyBase:FBgn0025394_in 1 to 1 orthology relationship with_kctd5a::ZFIN:ZDB-GENE-030131-727	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	involved in	kctd5a::ZFIN:ZDB-GENE-030131-727_involved in_protein homooligomerization::GO:0051260	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE_has phenotype_Egfr::FlyBase:FBgn0003731	8
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	Pngl::FlyBase:FBgn0033050_has phenotype_lethal - all die before end of P-stage::FBcv:0002000	12
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	lethal - all die before end of P-stage::FBcv:0002000_has phenotype_sgg::FlyBase:FBgn0003371	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	female sterile::FBcv:0000366_has phenotype_Hcf::FlyBase:FBgn0039904	8
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	lethal - all die before end of P-stage::FBcv:0002000_has phenotype_TER94::FlyBase:FBgn0261014	8
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	developmental rate defective::FBcv:0000450_has phenotype_sgg::FlyBase:FBgn0003371	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	has phenotype	Aqp1::MGI:103201_has phenotype_behavior/neurological phenotype::MP:0005386	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	in 1 to 1 orthology relationship with	Vcp::MGI:99919_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	Source	VCP::NCBIGene:7415_Source_Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins::REACT:R-HSA-8850594	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	Source	Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins::REACT:R-HSA-8850594_Source_NGLY1::NCBIGene:55768	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	has phenotype	Aqp1::MGI:103201_has phenotype_decreased grip strength::MP:0010053	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	has phenotype	decreased grip strength::MP:0010053_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	involved in	VCP::NCBIGene:7415_involved in_protein folding::GO:0006457	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	involved in	protein folding::GO:0006457_involved in_NGLY1::NCBIGene:55768	8
AQP1::NCBIGene:358	Aqp1::NCBIGene:11826	0	NA	NA
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	172
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_Behavioral abnormality::HP:0000708	56
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Behavioral abnormality::HP:0000708_has phenotype_Nfe2l2::MGI:108420	36
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_nfe2l2a::ZFIN:ZDB-GENE-030723-2	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	nfe2l2a::ZFIN:ZDB-GENE-030723-2_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	transcription regulatory region sequence-specific DNA binding::GO:0000976_enables_NFE2L1::NCBIGene:4779	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Behavioral abnormality::HP:0000708_has phenotype_VCP::NCBIGene:7415	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	VCP::NCBIGene:7415_in 1 to 1 orthology relationship with_Vcp::MGI:99919	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	Vcp::MGI:99919_enables_protein complex binding::GO:0032403	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	protein complex binding::GO:0032403_enables_NFE2L1::NCBIGene:4779	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_Functional respiratory abnormality::HP:0002795	36
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Functional respiratory abnormality::HP:0002795_has phenotype_Nfe2l2::MGI:108420	36
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_NFE2L2::NCBIGene:4780	48
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	NFE2L2::NCBIGene:4780_enables_protein domain specific binding::GO:0019904	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	protein domain specific binding::GO:0019904_enables_NFE2L1::NCBIGene:4779	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Behavioral abnormality::HP:0000708_has phenotype_Fos::MGI:95574	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Fos::MGI:95574_in 1 to 1 orthology relationship with_FOS::NCBIGene:2353	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	FOS::NCBIGene:2353_involved in_transcription from RNA polymerase II promoter::GO:0006366	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	transcription from RNA polymerase II promoter::GO:0006366_involved in_NFE2L1::NCBIGene:4779	28
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_nervous system phenotype::MP:0003631	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Jun::MGI:96646	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Jun::MGI:96646_in 1 to 1 orthology relationship with_Jun::RGD:2943	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	None	Jun::RGD:2943_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980_enables_NFE2L1::NCBIGene:4779	40
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	NFE2L2::NCBIGene:4780_involved in_cellular response to oxidative stress::GO:0034599	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	cellular response to oxidative stress::GO:0034599_involved in_NFE2L1::NCBIGene:4779	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	NFE2L2::NCBIGene:4780_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	NFE2L2::NCBIGene:4780_involved in_transcription from RNA polymerase II promoter::GO:0006366	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	NFE2L2::NCBIGene:4780_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	NFE2L2::NCBIGene:4780_involved in_inflammatory response::GO:0006954	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	inflammatory response::GO:0006954_involved in_NFE2L1::NCBIGene:4779	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_behavior/neurological phenotype::MP:0005386	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Fos::MGI:95574	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	FOS::NCBIGene:2353_involved in_inflammatory response::GO:0006954	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_decreased bone mineral content::MP:0010124	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	decreased bone mineral content::MP:0010124_has phenotype_Bach2::MGI:894679	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_BACH2::NCBIGene:60468	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	BACH2::NCBIGene:60468_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Jun::MGI:96646_in 1 to 1 orthology relationship with_JUN::NCBIGene:3725	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	JUN::NCBIGene:3725_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	is part of	Vcp::MGI:99919_is part of_endoplasmic reticulum membrane::GO:0005789	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	is part of	endoplasmic reticulum membrane::GO:0005789_is part of_NFE2L1::NCBIGene:4779	32
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_Bach2::RGD:1562865	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	None	Bach2::RGD:1562865_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	JUN::NCBIGene:3725_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	BACH2::NCBIGene:60468_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_bach2b::ZFIN:ZDB-GENE-041001-139	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	None	bach2b::ZFIN:ZDB-GENE-041001-139_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Egfr::MGI:95294	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Egfr::MGI:95294_in 1 to 1 orthology relationship with_EGFR::NCBIGene:1956	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	is part of	EGFR::NCBIGene:1956_is part of_endoplasmic reticulum membrane::GO:0005789	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_endocrine/exocrine gland phenotype::MP:0005379	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	endocrine/exocrine gland phenotype::MP:0005379_has phenotype_Egfr::MGI:95294	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_decreased grip strength::MP:0010053	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	decreased grip strength::MP:0010053_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Vcp::MGI:99919_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	VCP::NCBIGene:7415_enables_protein domain specific binding::GO:0019904	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_Nfe2l2::RGD:620360	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	None	Nfe2l2::RGD:620360_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_hypoactivity::MP:0001402	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	hypoactivity::MP:0001402_has phenotype_Cav1::MGI:102709	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	Cav1::MGI:102709_in 1 to 1 orthology relationship with_CAV1::NCBIGene:857	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	is part of	CAV1::NCBIGene:857_is part of_endoplasmic reticulum membrane::GO:0005789	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	nfe2l2a::ZFIN:ZDB-GENE-030723-2_involved in_cellular response to oxidative stress::GO:0034599	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	bach2b::ZFIN:ZDB-GENE-041001-139_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Aqp1::MGI:103201_has phenotype_Dehydration::HP:0001944	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	Dehydration::HP:0001944_has phenotype_Egfr::MGI:95294	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	is part of	VCP::NCBIGene:7415_is part of_endoplasmic reticulum membrane::GO:0005789	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	Vcp::MGI:99919_enables_protein domain specific binding::GO:0019904	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	decreased grip strength::MP:0010053_has phenotype_Cav1::MGI:102709	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Vcp::MGI:99919	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	bach2b::ZFIN:ZDB-GENE-041001-139_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	12
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	has phenotype	Aqp1::MGI:103201_has phenotype_decreased grip strength::MP:0010053	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	has phenotype	decreased grip strength::MP:0010053_has phenotype_Vcp::MGI:99919	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	in 1 to 1 orthology relationship with	Vcp::MGI:99919_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	8
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	involved in	VCP::NCBIGene:7415_involved in_protein folding::GO:0006457	8
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	involved in	protein folding::GO:0006457_involved in_ENGASE::NCBIGene:64772	8
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	has phenotype	Aqp1::MGI:103201_has phenotype_behavior/neurological phenotype::MP:0005386	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Vcp::MGI:99919	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	has phenotype	Aqp1::MGI:103201_has phenotype_Dehydration::HP:0001944	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	has phenotype	Dehydration::HP:0001944_has phenotype_AQP2::NCBIGene:359	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	in 1 to 1 orthology relationship with	AQP2::NCBIGene:359_in 1 to 1 orthology relationship with_Aqp2::MGI:1096865	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	is part of	Aqp2::MGI:1096865_is part of_lysosome::GO:0005764	4
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	is part of	lysosome::GO:0005764_is part of_ENGASE::NCBIGene:64772	4
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	532
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_abnormal renal water transport::MP:0011443	40
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	abnormal renal water transport::MP:0011443_has phenotype_Aqp3::MGI:1333777	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	Aqp3::MGI:1333777_in 1 to 1 orthology relationship with_Aqp3::RGD:68428	256
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp3::RGD:68428_None_cellular response to hypoxia::GO:0071456	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	cellular response to hypoxia::GO:0071456_involved in_AQP3::NCBIGene:360	48
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_endocrine/exocrine gland phenotype::MP:0005379	28
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	endocrine/exocrine gland phenotype::MP:0005379_has phenotype_Aqp5::MGI:106215	12
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	Aqp5::MGI:106215_in 1 to 1 orthology relationship with_Aqp5::RGD:2144	16
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp5::RGD:2144_None_odontogenesis::GO:0042476	16
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	odontogenesis::GO:0042476_involved in_AQP3::NCBIGene:360	64
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_increased blood osmolality::MP:0008997	52
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	increased blood osmolality::MP:0008997_has phenotype_Aqp3::MGI:1333777	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp3::RGD:68428_None_odontogenesis::GO:0042476	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_decreased bone mineral content::MP:0010124	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	decreased bone mineral content::MP:0010124_has phenotype_Aqp3::MGI:1333777	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp3::RGD:68428_None_cellular response to oxygen-glucose deprivation::GO:0090650	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	cellular response to oxygen-glucose deprivation::GO:0090650_involved in_AQP3::NCBIGene:360	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_decreased urine osmolality::MP:0002988	72
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	decreased urine osmolality::MP:0002988_has phenotype_Aqp2::MGI:1096865	20
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	Aqp2::MGI:1096865_in 1 to 1 orthology relationship with_Aqp2::RGD:2142	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp2::RGD:2142_None_glycerol transport::GO:0015793	20
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	glycerol transport::GO:0015793_involved in_AQP3::NCBIGene:360	80
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_vision/eye phenotype::MP:0005391	52
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	vision/eye phenotype::MP:0005391_has phenotype_Aqp5::MGI:106215	12
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	Aqp5::MGI:106215_in 1 to 1 orthology relationship with_AQP5::NCBIGene:362	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	AQP5::NCBIGene:362_involved in_excretion::GO:0007588	16
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	excretion::GO:0007588_involved in_AQP3::NCBIGene:360	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_Functional respiratory abnormality::HP:0002795	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Functional respiratory abnormality::HP:0002795_has phenotype_Nfe2l2::MGI:108420	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_NFE2L2::NCBIGene:4780	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	NFE2L2::NCBIGene:4780_involved in_cellular response to hypoxia::GO:0071456	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_Dehydration::HP:0001944	48
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Dehydration::HP:0001944_has phenotype_Aqp2::MGI:1096865	20
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp2::RGD:2142_None_response to calcium ion::GO:0051592	20
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	response to calcium ion::GO:0051592_involved in_AQP3::NCBIGene:360	72
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	Aqp2::MGI:1096865_in 1 to 1 orthology relationship with_AQP2::NCBIGene:359	48
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	AQP2::NCBIGene:359_involved in_glycerol transport::GO:0015793	16
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_Behavioral abnormality::HP:0000708	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Behavioral abnormality::HP:0000708_has phenotype_Nfe2l2::MGI:108420	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_Nfe2l2::RGD:620360	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Nfe2l2::RGD:620360_None_cellular response to hypoxia::GO:0071456	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp3::RGD:68428_None_glycerol transport::GO:0015793	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_hearing/vestibular/ear phenotype::MP:0005377	44
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	hearing/vestibular/ear phenotype::MP:0005377_has phenotype_Aqp5::MGI:106215	12
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	hearing/vestibular/ear phenotype::MP:0005377_has phenotype_Aqp3::MGI:1333777	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	increased blood osmolality::MP:0008997_has phenotype_Aqp2::MGI:1096865	20
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	AQP2::NCBIGene:359_involved in_excretion::GO:0007588	16
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_Lethargy::HP:0001254	20
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Lethargy::HP:0001254_has phenotype_Aqp2::MGI:1096865	20
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	vision/eye phenotype::MP:0005391_has phenotype_Aqp3::MGI:1333777	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	AQP5::NCBIGene:362_involved in_odontogenesis::GO:0042476	16
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_nervous system phenotype::MP:0003631	16
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Aqp4::MGI:107387	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	Aqp4::MGI:107387_in 1 to 1 orthology relationship with_Aqp4::RGD:2143	24
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp4::RGD:2143_None_renal water absorption::GO:0070295	24
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	renal water absorption::GO:0070295_involved in_AQP3::NCBIGene:360	56
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_Glucose intolerance::HP:0000833	12
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Glucose intolerance::HP:0000833_has phenotype_CAV1::NCBIGene:857	12
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	CAV1::NCBIGene:857_in 1 to 1 orthology relationship with_Cav1::MGI:102709	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	Cav1::MGI:102709_involved in_response to calcium ion::GO:0051592	4
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp3::RGD:68428_None_urea transport::GO:0015840	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	urea transport::GO:0015840_involved in_AQP3::NCBIGene:360	36
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Aqp1::MGI:103201_has phenotype_Elevated tissue non-specific alkaline phosphatase::HP:0010679	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	Elevated tissue non-specific alkaline phosphatase::HP:0010679_has phenotype_Aqp3::MGI:1333777	32
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	Aqp3::RGD:68428_None_renal water absorption::GO:0070295	32
