source	target	number_of_paths	edge_type	edge_value	edge_count
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	involved in	AQP12A::NCBIGene:375318_involved in_Aquaporin-mediated transport::REACT:R-HSA-445717	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	involved in	Aquaporin-mediated transport::REACT:R-HSA-445717_involved in_AQP11::NCBIGene:282679	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	in 1 to 1 orthology relationship with	AQP::FlyBase:FBgn0033807_in 1 to 1 orthology relationship with_aqp12::ZFIN:ZDB-GENE-040718-310	8
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	enables	aqp12::ZFIN:ZDB-GENE-040718-310_enables_transporter activity::GO:0005215	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	has phenotype	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	12
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	is part of	Gsk3b::MGI:1861437_is part of_plasma membrane::GO:0005886	16
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	is part of	aqp12::ZFIN:ZDB-GENE-040718-310_is part of_integral component of membrane::GO:0016021	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	has phenotype	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE	12
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	has phenotype	Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	12
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	is part of	AQP12A::NCBIGene:375318_is part of_integral component of membrane::GO:0016021	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	is part of	B4GALT1::NCBIGene:2683_is part of_plasma membrane::GO:0005886	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	involved in	AQP12A::NCBIGene:375318_involved in_Passive transport by Aquaporins::REACT:R-HSA-432047	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	involved in	Passive transport by Aquaporins::REACT:R-HSA-432047_involved in_AQP11::NCBIGene:282679	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	is part of	B4GALT1::NCBIGene:2683_is part of_integral component of membrane::GO:0016021	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	involved in	VCP::NCBIGene:7415_involved in_protein homooligomerization::GO:0051260	8
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	involved in	AQP12A::NCBIGene:375318_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	4
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	260	enables	Aqp12::MGI:2664636_enables_transporter activity::GO:0005215	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	96
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	Aqp1::MGI:103201_has phenotype_decreased grip strength::MP:0010053	40
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	decreased grip strength::MP:0010053_has phenotype_Vcp::MGI:99919	40
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	in 1 to 1 orthology relationship with	Vcp::MGI:99919_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	80
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	VCP::NCBIGene:7415_involved in_Post-translational protein modification::REACT:R-HSA-597592	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	Post-translational protein modification::REACT:R-HSA-597592_involved in_NGLY1::NCBIGene:55768	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	Aqp1::MGI:103201_has phenotype_behavior/neurological phenotype::MP:0005386	40
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Vcp::MGI:99919	40
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	Source	VCP::NCBIGene:7415_Source_N-glycan trimming in the ER and Calnexin/Calreticulin cycle::REACT:R-HSA-532668	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	N-glycan trimming in the ER and Calnexin/Calreticulin cycle::REACT:R-HSA-532668_involved in_NGLY1::NCBIGene:55768	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	Source	VCP::NCBIGene:7415_Source_Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins::REACT:R-HSA-8850594	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	Source	Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins::REACT:R-HSA-8850594_Source_NGLY1::NCBIGene:55768	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	Aqp1::MGI:103201_has phenotype_decreased bone mineral content::MP:0010124	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	decreased bone mineral content::MP:0010124_has phenotype_Btrc::MGI:1338871	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	in 1 to 1 orthology relationship with	Btrc::MGI:1338871_in 1 to 1 orthology relationship with_BTRC::NCBIGene:8945	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	Source	BTRC::NCBIGene:8945_Source_Post-translational protein modification::REACT:R-HSA-597592	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	Source	N-glycan trimming in the ER and Calnexin/Calreticulin cycle::REACT:R-HSA-532668_Source_NGLY1::NCBIGene:55768	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	VCP::NCBIGene:7415_involved in_N-glycan trimming in the ER and Calnexin/Calreticulin cycle::REACT:R-HSA-532668	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	Aqp1::MGI:103201_has phenotype_Functional respiratory abnormality::HP:0002795	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	Functional respiratory abnormality::HP:0002795_has phenotype_Nfe2l2::MGI:108420	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_NFE2L2::NCBIGene:4780	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	NFE2L2::NCBIGene:4780_involved in_Protein processing in endoplasmic reticulum::KEGG-path:maphsa04141	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	Protein processing in endoplasmic reticulum::KEGG-path:maphsa04141_involved in_NGLY1::NCBIGene:55768	12
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	VCP::NCBIGene:7415_involved in_Metabolism of proteins::REACT:R-HSA-392499	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	Metabolism of proteins::REACT:R-HSA-392499_involved in_NGLY1::NCBIGene:55768	12
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	VCP::NCBIGene:7415_involved in_Protein processing in endoplasmic reticulum::KEGG-path:maphsa04141	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	VCP::NCBIGene:7415_involved in_Asparagine N-linked glycosylation::REACT:R-HSA-446203	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	Asparagine N-linked glycosylation::REACT:R-HSA-446203_involved in_NGLY1::NCBIGene:55768	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	Aqp1::MGI:103201_has phenotype_nervous system phenotype::MP:0003631	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Fbxw7::MGI:1354695	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	in 1 to 1 orthology relationship with	Fbxw7::MGI:1354695_in 1 to 1 orthology relationship with_FBXW7::NCBIGene:55294	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	Source	FBXW7::NCBIGene:55294_Source_Post-translational protein modification::REACT:R-HSA-597592	4
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	VCP::NCBIGene:7415_involved in_protein folding::GO:0006457	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	protein folding::GO:0006457_involved in_NGLY1::NCBIGene:55768	8
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	96	involved in	FBXW7::NCBIGene:55294_involved in_Metabolism of proteins::REACT:R-HSA-392499	4
AQP1::NCBIGene:358	Aqp1::NCBIGene:11826	0	NA	NA
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	AQP1::NCBIGene:358_in 1 to 1 orthology relationship with_Aqp1::MGI:103201	292
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_endocrine/exocrine gland phenotype::MP:0005379	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	endocrine/exocrine gland phenotype::MP:0005379_has phenotype_Aqp4::MGI:107387	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Aqp4::MGI:107387_in 1 to 1 orthology relationship with_aqp4::ZFIN:ZDB-GENE-040724-152	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	aqp4::ZFIN:ZDB-GENE-040724-152_is part of_integral component of membrane::GO:0016021	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	integral component of membrane::GO:0016021_is part of_NFE2L1::NCBIGene:4779	128
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_Functional respiratory abnormality::HP:0002795	48
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Functional respiratory abnormality::HP:0002795_has phenotype_Nfe2l2::MGI:108420	44
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_NFE2L2::NCBIGene:4780	28
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	NFE2L2::NCBIGene:4780_enables_protein domain specific binding::GO:0019904	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	protein domain specific binding::GO:0019904_enables_NFE2L1::NCBIGene:4779	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_nervous system phenotype::MP:0003631	44
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Jun::MGI:96646	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Jun::MGI:96646_in 1 to 1 orthology relationship with_jun::ZFIN:ZDB-GENE-030131-7859	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	jun::ZFIN:ZDB-GENE-030131-7859_involved in_positive regulation of transcription from RNA polymerase II promoter::GO:0045944	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	positive regulation of transcription from RNA polymerase II promoter::GO:0045944_involved in_NFE2L1::NCBIGene:4779	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_hypoactivity::MP:0001402	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	hypoactivity::MP:0001402_has phenotype_Gk::MGI:106594	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Gk::MGI:106594_in 1 to 1 orthology relationship with_zgc:172295::ZFIN:ZDB-GENE-080204-72	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	zgc:172295::ZFIN:ZDB-GENE-080204-72_is part of_integral component of membrane::GO:0016021	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_increased blood osmolality::MP:0008997	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	increased blood osmolality::MP:0008997_has phenotype_Aqp3::MGI:1333777	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Aqp3::MGI:1333777_in 1 to 1 orthology relationship with_AQP3::NCBIGene:360	28
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	AQP3::NCBIGene:360_is part of_integral component of membrane::GO:0016021	28
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Jun::MGI:96646_in 1 to 1 orthology relationship with_JUN::NCBIGene:3725	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	JUN::NCBIGene:3725_involved in_positive regulation of transcription from RNA polymerase II promoter::GO:0045944	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Jun::MGI:96646_in 1 to 1 orthology relationship with_Jun::RGD:2943	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	None	Jun::RGD:2943_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980_enables_NFE2L1::NCBIGene:4779	32
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Egfr::MGI:95294	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Egfr::MGI:95294_in 1 to 1 orthology relationship with_egfra::ZFIN:ZDB-GENE-030918-1	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	egfra::ZFIN:ZDB-GENE-030918-1_is part of_integral component of membrane::GO:0016021	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	NFE2L2::NCBIGene:4780_involved in_cellular response to oxidative stress::GO:0034599	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	cellular response to oxidative stress::GO:0034599_involved in_NFE2L1::NCBIGene:4779	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	NFE2L2::NCBIGene:4780_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	endocrine/exocrine gland phenotype::MP:0005379_has phenotype_Egfr::MGI:95294	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Egfr::MGI:95294_in 1 to 1 orthology relationship with_EGFR::NCBIGene:1956	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	EGFR::NCBIGene:1956_is part of_integral component of membrane::GO:0016021	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_behavior/neurological phenotype::MP:0005386	40
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Vcp::MGI:99919	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Vcp::MGI:99919_in 1 to 1 orthology relationship with_VCP::NCBIGene:7415	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	VCP::NCBIGene:7415_is part of_protein complex::GO:0043234	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	protein complex::GO:0043234_is part of_NFE2L1::NCBIGene:4779	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Nfe2l2::MGI:108420_in 1 to 1 orthology relationship with_nfe2l2a::ZFIN:ZDB-GENE-030723-2	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	nfe2l2a::ZFIN:ZDB-GENE-030723-2_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	transcription regulatory region sequence-specific DNA binding::GO:0000976_enables_NFE2L1::NCBIGene:4779	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_abnormal renal water transport::MP:0011443	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	abnormal renal water transport::MP:0011443_has phenotype_Aqp3::MGI:1333777	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_hearing/vestibular/ear phenotype::MP:0005377	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	hearing/vestibular/ear phenotype::MP:0005377_has phenotype_Aqp3::MGI:1333777	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Aqp3::MGI:1333777_in 1 to 1 orthology relationship with_aqp3b::ZFIN:ZDB-GENE-040724-66	28
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	aqp3b::ZFIN:ZDB-GENE-040724-66_is part of_integral component of membrane::GO:0016021	28
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_decreased bone mineral content::MP:0010124	32
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	decreased bone mineral content::MP:0010124_has phenotype_Aqp3::MGI:1333777	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	nfe2l2a::ZFIN:ZDB-GENE-030723-2_involved in_regulation of transcription from RNA polymerase II promoter::GO:0006357	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	regulation of transcription from RNA polymerase II promoter::GO:0006357_involved in_NFE2L1::NCBIGene:4779	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_Fos::MGI:95574	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Fos::MGI:95574_in 1 to 1 orthology relationship with_FOS::NCBIGene:2353	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	FOS::NCBIGene:2353_involved in_inflammatory response::GO:0006954	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	inflammatory response::GO:0006954_involved in_NFE2L1::NCBIGene:4779	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	decreased bone mineral content::MP:0010124_has phenotype_Bach2::MGI:894679	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_BACH2::NCBIGene:60468	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	BACH2::NCBIGene:60468_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	JUN::NCBIGene:3725_enables_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	NFE2L2::NCBIGene:4780_involved in_inflammatory response::GO:0006954	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_decreased grip strength::MP:0010053	28
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	decreased grip strength::MP:0010053_has phenotype_App::MGI:88059	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	App::MGI:88059_in 1 to 1 orthology relationship with_appb::ZFIN:ZDB-GENE-020220-1	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	appb::ZFIN:ZDB-GENE-020220-1_is part of_integral component of membrane::GO:0016021	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	behavior/neurological phenotype::MP:0005386_has phenotype_App::MGI:88059	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_Bach2::RGD:1562865	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	None	Bach2::RGD:1562865_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	JUN::NCBIGene:3725_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	transcription from RNA polymerase II promoter::GO:0006366_involved in_NFE2L1::NCBIGene:4779	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	NFE2L2::NCBIGene:4780_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Fos::MGI:95574_in 1 to 1 orthology relationship with_fosab::ZFIN:ZDB-GENE-031222-4	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	fosab::ZFIN:ZDB-GENE-031222-4_involved in_regulation of transcription from RNA polymerase II promoter::GO:0006357	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	endocrine/exocrine gland phenotype::MP:0005379_has phenotype_Aqp8::MGI:1195271	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Aqp8::MGI:1195271_in 1 to 1 orthology relationship with_aqp8a.1::ZFIN:ZDB-GENE-040912-106	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	aqp8a.1::ZFIN:ZDB-GENE-040912-106_is part of_integral component of membrane::GO:0016021	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	decreased grip strength::MP:0010053_has phenotype_Cav1::MGI:102709	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Cav1::MGI:102709_in 1 to 1 orthology relationship with_cav1::ZFIN:ZDB-GENE-030131-2415	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	cav1::ZFIN:ZDB-GENE-030131-2415_is part of_integral component of membrane::GO:0016021	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_Hyperproteinemia::HP:0002152	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Hyperproteinemia::HP:0002152_has phenotype_Aqp3::MGI:1333777	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	decreased grip strength::MP:0010053_has phenotype_Vcp::MGI:99919	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	nervous system phenotype::MP:0003631_has phenotype_Aqp4::MGI:107387	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	FOS::NCBIGene:2353_involved in_positive regulation of transcription from RNA polymerase II promoter::GO:0045944	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	EGFR::NCBIGene:1956_involved in_regulation of transcription from RNA polymerase II promoter::GO:0006357	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	BACH2::NCBIGene:60468_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_vision/eye phenotype::MP:0005391	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	vision/eye phenotype::MP:0005391_has phenotype_Aqp3::MGI:1333777	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Bach2::MGI:894679_in 1 to 1 orthology relationship with_bach2b::ZFIN:ZDB-GENE-041001-139	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	None	bach2b::ZFIN:ZDB-GENE-041001-139_None_RNA polymerase II distal enhancer sequence-specific DNA binding::GO:0000980	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	EGFR::NCBIGene:1956_is part of_endoplasmic reticulum membrane::GO:0005789	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	endoplasmic reticulum membrane::GO:0005789_is part of_NFE2L1::NCBIGene:4779	24
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	hypoactivity::MP:0001402_has phenotype_App::MGI:88059	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	VCP::NCBIGene:7415_enables_protein domain specific binding::GO:0019904	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Functional respiratory abnormality::HP:0002795_has phenotype_App::MGI:88059	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	hypoactivity::MP:0001402_has phenotype_Cav1::MGI:102709	12
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	in 1 to 1 orthology relationship with	Cav1::MGI:102709_in 1 to 1 orthology relationship with_CAV1::NCBIGene:857	16
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	CAV1::NCBIGene:857_is part of_endoplasmic reticulum membrane::GO:0005789	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	nfe2l2a::ZFIN:ZDB-GENE-030723-2_involved in_cellular response to oxidative stress::GO:0034599	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	bach2b::ZFIN:ZDB-GENE-041001-139_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	is part of	VCP::NCBIGene:7415_is part of_endoplasmic reticulum membrane::GO:0005789	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	FOS::NCBIGene:2353_involved in_transcription from RNA polymerase II promoter::GO:0006366	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	enables	NFE2L2::NCBIGene:4780_enables_transcription regulatory region sequence-specific DNA binding::GO:0000976	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	vision/eye phenotype::MP:0005391_has phenotype_Aqp4::MGI:107387	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	nervous system phenotype::MP:0003631_has phenotype_App::MGI:88059	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Aqp1::MGI:103201_has phenotype_Elevated tissue non-specific alkaline phosphatase::HP:0010679	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	has phenotype	Elevated tissue non-specific alkaline phosphatase::HP:0010679_has phenotype_Aqp3::MGI:1333777	8
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	NFE2L2::NCBIGene:4780_involved in_positive regulation of transcription from RNA polymerase II promoter::GO:0045944	4
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	292	involved in	FOS::NCBIGene:2353_involved in_regulation of transcription from RNA polymerase II promoter::GO:0006357	4
